"V160001","V160101","V160201","V160202","V161003","V161009","V161010d","V161010e","V161011","V161014","V161015a","V161015b","V161015c","V161015d","V161015e","V161017","V161019","V161020","V161021","V161021a","V161023","V161024x","V161026","V161027","V161028","V161030","V161031","V161032","V161033","V161034","V161035","V161036","V161037","V161038","V161039","V161040","V161041","V161042","V161043","V161044","V161045x","V161046","V161047","V161048","V161049","V161050","V161051","V161052","V161053","V161054","V161055","V161056","V161057","V161058","V161059","V161060","V161061","V161062","V161063","V161064x","V161065x","V161066x","V161067x","V161080","V161080x","V161086","V161087","V161095","V161096","V161132","V161133","V161134a","V161134b","V161135a","V161135b","V161145","V161146","V161147","V161148","V161149","V161150a","V161150b","V161151a","V161151b","V161151x","V161155","V161156","V161157","V161158x","V161136","V161267","V161267x","V161310x","V162031","V162031x","V162034","V162034a","V162046","V161220","V161264x","V161265x","V161270","V161330","V161331a","V161331b","V161331x","V161339","V161340","V161341"
2536,0.9105,76,2,3,3,26,"MI",1,-1,1,26,0,0,0,3,-1,-1,1,4,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,-1,-1,2,4,2,62,1,50,20,-1,-1,-1,-1,-1,2,1,2,1,2,1,-1,1,-1,1,2,1,-1,7,3,51,8,1,4,1,1,2,-1,2,10,5,11,26,30,0,30,1,1,-1
2537,0.9515,77,1,2,2,6,"CA",1,-1,1,6,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,22,-1,2,4,95,15,65,11,10,1,63,35,63,36,1,1,1,1,2,-1,2,1,-1,1,1,1,-1,1,2,87,13,5,-6,-2,-6,-6,-6,2,250,2,11,6,40,4,40,1,2,-1
2538,0.3532,77,2,1,1,25,"MA",1,-1,1,25,0,0,1,1,4,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,4,60,0,30,0,20,-1,-1,-1,-1,-1,1,1,1,1,2,-1,2,2,-1,2,3,-1,3,3,3,36,5,1,4,1,1,1,-1,2,701,7,15,25,1,6,1,1,1,-1
2539,0.6613,78,2,1,1,49,"UT",1,-1,1,49,1,1,1,3,2,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,31,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,21,21,21,21,2,3,0,70,30,70,10,1,45,55,10,90,1,2,1,2,2,1,-1,1,-1,1,2,2,-1,6,1,35,5,1,4,1,1,2,1,2,99,5,10,41,1,6,1,1,2,-1
2540,1.168,80,1,4,3,12,"FL",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,62,32,50,51,20,-1,-1,-1,-1,-1,4,1,1,1,1,-1,3,-1,-1,4,3,-1,2,4,3,60,10,1,-1,-2,-1,-1,-1,3,400,4,9,25,12,0,12,1,2,-1
2541,0.874,81,1,3,3,25,"MA",1,-1,1,25,0,0,1,1,4,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,3,60,0,70,30,20,-1,-1,-1,-1,-1,1,1,1,1,2,-1,2,2,-1,2,1,2,-1,2,3,28,3,1,4,1,1,1,-1,2,400,4,14,29,6,3,6,1,1,-1
2542,0.6882,84,1,1,2,25,"MA",2,-1,0,48,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,22,-1,-1,2,4,100,0,100,0,10,1,70,30,75,25,1,1,2,1,2,1,-1,1,-1,1,1,1,-1,1,3,29,3,6,4,1,1,1,-1,3,230,1,13,48,1,5,1,1,1,-1
2543,0.6794,85,1,2,2,47,"TN",1,-1,1,47,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,4,0,100,0,0,10,1,-9,-9,-9,-9,1,2,2,2,2,-1,1,-1,2,6,2,2,-1,6,2,48,7,2,4,1,1,2,-1,2,10,5,10,6,-9,-9,-9,1,2,-1
2544,0.6115,86,2,1,1,36,"NY",1,-1,1,36,1,0,1,3,2,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,21,-1,2,4,0,85,0,85,20,-1,-1,-1,-1,-1,1,1,1,1,2,2,-1,-1,1,7,2,2,-1,6,2,81,13,1,4,1,1,2,1,3,400,4,12,36,33,9,34,1,1,-1
2545,1.3207,87,1,4,3,42,"PA",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,1,2,31,60,31,60,20,-1,-1,-1,-1,-1,3,2,1,2,1,2,-1,-1,2,6,2,2,-1,6,2,77,13,1,4,1,1,2,1,2,880,8,9,42,40,3,40,1,1,-1
2546,0.4953,89,1,2,2,34,"NJ",1,-1,1,34,0,0,1,1,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,4,70,1,60,16,20,-1,-1,-1,-1,-1,1,1,2,1,2,1,-1,3,-1,3,3,-1,3,3,1,47,7,3,4,1,1,1,-1,1,880,8,14,53,1,9,2,1,1,-1
2547,0.8377,90,1,2,3,12,"FL",2,-1,0,39,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-8,-1,-1,-1,11,-1,-1,-1,1,-1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,4,70,15,60,30,20,-1,-1,-1,-1,-1,1,1,1,2,1,-1,2,2,-1,2,3,-1,3,3,1,30,4,1,4,1,1,1,1,1,723,7,15,39,0,6,1,1,1,-1
2548,0.6956,90,2,4,4,32,"NV",1,-1,1,32,1,0,1,1,4,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,-1,2,4,0,30,0,0,10,3,42,44,37,41,4,2,1,2,2,-1,1,-1,1,7,3,-1,1,5,3,40,6,1,-7,-2,-7,-7,-7,2,10,5,13,26,17,8,18,1,1,-1
2549,0.7979,91,1,3,3,42,"PA",1,-1,1,42,1,0,1,3,1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,21,-1,2,3,45,26,61,46,10,1,55,45,52,48,3,1,1,1,1,2,-1,-1,1,7,1,2,-1,2,3,37,5,1,4,1,1,1,1,3,503,6,16,34,10,5,10,1,1,-1
2550,0.6998,91,2,2,1,37,"NC",2,-1,1,37,1,1,1,3,4,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,31,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,20,-1,-1,20,2,4,61,16,30,14,10,1,60,40,52,48,2,1,2,1,1,2,-1,-1,1,7,3,-1,2,4,2,31,4,1,2,0,-1,-1,-1,2,880,8,13,25,3,0,3,1,1,-1
2551,1.6034,94,1,1,1,34,"NJ",1,-1,1,34,0,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,-1,-1,1,1,85,1,70,16,10,1,48,37,62,31,1,1,2,1,2,-1,2,1,-1,1,1,1,-1,1,2,51,8,1,4,1,1,1,-1,1,230,1,9,34,6,1,6,1,1,-1
2552,1.0613,95,1,1,1,53,"WA",1,-1,1,53,1,1,0,3,-1,-1,1,6,-1,3,-1,-1,-1,1,3,2,-1,-1,-1,-1,-1,-1,1,9,-1,-1,-1,-1,31,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,22,-1,21,21,2,4,40,30,41,40,10,1,51,49,75,25,1,1,1,1,2,2,-1,-1,1,7,3,-1,1,5,2,46,7,6,-6,-2,-6,-6,-6,2,880,8,13,12,20,0,20,2,2,2
2553,0.7885,95,2,2,3,17,"IL",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,3,1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,31,-1,2,4,40,0,50,50,10,4,45,55,40,60,1,2,1,2,2,2,-1,-1,3,5,3,-1,3,3,2,19,1,1,-1,-2,-1,-1,-1,2,400,4,10,17,18,10,19,1,2,-1
2554,0.7749,96,1,2,2,13,"GA",1,-1,1,13,1,0,0,2,-1,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,1,2,0,85,0,85,10,1,46,51,45,52,2,2,1,2,1,1,-1,1,-1,1,2,2,-1,6,2,32,4,1,4,1,1,2,1,2,230,1,13,13,18,0,18,1,1,-1
2555,0.7412,96,2,4,4,20,"KS",2,-1,1,20,1,0,1,1,4,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,4,100,0,100,0,20,-1,-1,-1,-1,-1,5,1,1,1,1,3,-1,-1,-1,4,1,1,-1,1,3,32,4,2,4,1,1,1,2,3,880,8,10,12,0,1,1,1,1,-1
2556,1.8127,97,1,1,3,12,"FL",1,-1,1,12,1,0,1,3,4,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,49,50,48,60,20,-1,-1,-1,-1,-1,5,2,1,1,1,2,-1,-1,3,5,3,-1,2,4,2,45,7,5,3,0,-1,-1,-1,1,400,4,9,12,22,3,22,1,1,-1
2557,0.946,99,1,2,2,17,"IL",1,-1,1,17,1,0,0,3,-1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,70,0,100,0,20,-1,-1,-1,-1,-1,1,1,2,1,2,1,-1,1,-1,1,1,1,-1,1,3,48,7,1,4,1,1,1,1,2,220,1,11,19,40,0,40,1,2,-1
2558,0.3938,99,2,2,3,55,"WI",1,-1,1,55,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,1,2,17,74,50,52,20,-1,-1,-1,-1,-1,3,2,1,2,2,2,-1,-1,2,6,3,-1,2,4,3,56,9,1,1,0,-1,-1,-1,1,400,4,10,26,27,3,27,1,2,-1
2559,2.6631,100,2,5,4,42,"PA",1,-1,1,42,1,0,1,2,4,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,40,40,50,50,10,5,40,60,30,70,5,2,1,2,2,3,-1,-1,-1,4,3,-1,2,4,3,40,6,1,1,0,-1,-1,-1,3,880,8,9,42,35,0,35,1,2,-1
2560,0.7427,1,2,3,3,37,"NC",1,-1,1,37,1,1,1,1,4,-1,2,-1,-1,3,-1,-1,-1,1,3,1,-1,-1,-1,-1,-1,-1,1,-8,-1,-1,-1,-1,31,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,1,-8,-1,-1,-1,-1,22,-1,-1,-1,2,4,0,0,50,50,20,-1,-1,-1,-1,-1,1,8,1,8,1,-1,2,2,-1,2,5,-1,2,4,2,35,5,1,4,1,1,3,1,3,879,-2,9,12,3,3,3,1,1,-1
2561,0.9713,5,2,3,3,48,"TX",1,-1,1,48,0,0,0,3,-1,-1,1,7,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,4,30,15,30,40,20,-1,-1,-1,-1,-1,4,1,2,2,2,-1,2,3,-1,3,3,-1,1,5,1,51,8,1,3,0,-1,-1,-1,2,10,5,14,12,20,10,21,1,1,-1
2562,0.9534,6,2,2,2,13,"GA",1,-1,1,13,1,0,0,3,-1,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,3,3,100,3,90,10,1,50,50,60,40,1,2,1,2,1,-1,2,1,-1,1,2,1,-1,7,2,43,6,1,4,1,1,2,2,2,135,2,10,28,14,0,14,1,1,-1
2563,0.3819,7,2,1,1,48,"TX",1,-1,1,48,0,0,0,3,-1,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,-1,-1,2,4,0,85,3,85,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,1,-1,1,2,1,-1,7,2,78,13,1,4,1,1,2,-1,2,135,2,10,48,20,6,20,1,2,-1
2564,0.3924,8,2,1,2,13,"GA",1,-1,1,13,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,71,2,71,2,10,1,55,45,45,55,1,1,1,2,1,-1,2,2,-1,2,1,1,-1,1,2,64,10,1,4,1,1,1,1,3,110,1,16,34,30,0,30,1,1,-1
2565,0.3392,9,1,2,2,37,"NC",1,-1,1,37,1,1,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,31,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,20,20,20,20,2,3,70,0,85,40,20,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,3,-1,3,3,2,90,13,1,4,1,1,1,1,1,880,8,10,59,13,0,13,1,2,-1
2566,0.8618,11,2,2,1,48,"TX",1,-1,1,48,0,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,-1,-1,2,4,60,0,15,85,10,1,55,45,45,55,1,1,1,2,1,1,-1,1,-1,1,2,1,-1,7,1,34,4,5,4,1,1,1,-1,3,400,4,14,48,0,9,1,1,1,-1
2567,1.6128,12,1,3,3,39,"OH",1,-1,1,39,1,0,0,3,-1,-1,1,6,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,21,-1,2,4,40,15,30,60,10,1,54,38,52,48,1,1,1,1,1,1,-1,2,-1,2,2,1,-1,7,3,57,9,1,-6,-2,-6,-6,-6,2,400,4,9,39,21,0,21,1,2,-1
2568,0.7616,13,2,1,3,27,"MN",1,-1,1,27,0,0,0,3,-1,-1,1,1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,3,62,0,70,16,20,-1,-1,-1,-1,-1,3,1,1,1,2,-1,2,2,-1,2,3,-1,3,3,2,46,7,1,4,1,1,1,-1,3,880,8,10,27,20,0,20,1,2,-1
2569,0.8348,14,1,3,3,48,"TX",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,3,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,21,-1,-1,2,4,5,20,50,50,10,2,62,38,60,40,3,1,2,2,1,-1,1,-1,2,6,3,-1,1,5,2,24,2,1,-1,-2,-1,-1,-1,1,10,5,10,46,2,3,2,1,1,-1
2570,0.8071,14,2,1,1,40,"OK",1,-1,1,40,1,0,1,3,2,-1,1,6,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,21,-1,2,4,16,15,40,60,10,1,50,50,30,70,1,2,1,2,2,1,-1,1,-1,1,2,2,-1,6,2,68,11,1,4,1,1,1,1,2,230,1,10,40,40,6,40,1,1,-1
2571,0.8063,15,2,3,2,39,"OH",1,-1,1,39,1,0,0,2,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,1,2,30,70,50,50,10,4,20,50,20,50,3,2,1,2,1,-1,3,-1,-1,4,3,-1,2,4,3,51,8,1,-6,-2,-6,-6,-6,2,880,8,11,39,40,0,40,1,1,-1
2572,1.4851,16,1,4,4,36,"NY",1,-1,1,36,1,0,1,3,1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,20,-1,1,2,0,70,40,50,20,-1,-1,-1,-1,-1,3,2,1,2,1,-1,1,-1,2,6,3,-1,1,5,3,53,8,1,-7,-2,-7,-7,-7,2,701,7,10,36,40,0,40,1,2,-1
2573,1.0369,18,1,1,1,12,"FL",1,-1,1,12,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,1,5,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,21,21,-1,1,1,0,60,0,70,20,-1,-1,-1,-1,-1,1,1,2,2,1,-1,2,1,-1,1,2,1,-1,7,1,59,9,1,4,1,1,2,1,1,135,2,13,12,7,0,7,1,1,-1
2574,0.4436,18,2,2,3,17,"IL",1,-1,1,17,1,0,0,3,-1,-1,1,2,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,21,-1,1,2,50,85,50,60,20,-1,-1,-1,-1,-1,3,2,1,1,1,-1,2,1,-1,1,2,2,-1,6,2,53,8,1,4,1,1,2,1,2,400,4,13,17,13,4,13,1,1,-1
